student_name,student_email,professor_name,professor_email,desired_role,matched_role,compatibility_score
Christopher Mcdonald,crobinson@example.net,Heather Mckinney,karensalazar@ramos-tran.com,TA,['Grader'],0.0
Christopher Mcdonald,crobinson@example.net,Brenda Marquez,fwinters@hotmail.com,TA,['Grader'],3.08
Kristen Clay,josephperez@example.com,Christopher Smith,louis48@barrett.biz,RA,"['RA', 'TA']",20.0
Kristen Clay,josephperez@example.com,Steven Parker,kaylakelly@gonzalez.com,RA,"['Grader', 'TA']",0.0
Kristen Clay,josephperez@example.com,Beth Taylor,dianaorozco@dunn-flores.info,RA,"['RA', 'Grader']",20.0
Kristen Clay,josephperez@example.com,Chelsea Wallace,joshuabuck@howard.info,RA,"['Grader', 'TA']",0.0
Kristen Clay,josephperez@example.com,Jessica Wood,jennifervasquez@gmail.com,RA,"['TA', 'Grader']",0.0
Kristen Clay,josephperez@example.com,Kimberly Friedman,wendy61@yahoo.com,RA,"['TA', 'Grader']",4.44
Kristen Clay,josephperez@example.com,Ashley Washington,catherineclark@palmer.com,RA,['TA'],0.0
Kristen Clay,josephperez@example.com,Michael Matthews,danielbenton@parker-peters.biz,RA,['Grader'],0.0
Kristen Clay,josephperez@example.com,Nicole Payne,mserrano@scott-harris.com,RA,['TA'],0.0
Kristen Clay,josephperez@example.com,Christopher Lee DVM,dwayne21@gmail.com,RA,"['TA', 'RA']",20.0
Kristen Clay,josephperez@example.com,Scott Foster PhD,justin30@beck-vaughn.org,RA,"['RA', 'Grader']",20.0
Kristen Clay,josephperez@example.com,Jeffrey Weiss,royharper@yahoo.com,RA,['TA'],2.86
Kristen Clay,josephperez@example.com,Shawn Medina,michelledominguez@mccann.com,RA,['Grader'],0.0
Kristen Clay,josephperez@example.com,Jason Smith,tarahardin@gmail.com,RA,['TA'],40.0
Kristen Clay,josephperez@example.com,Mercedes Francis,robinsonpamela@gmail.com,RA,"['RA', 'Grader']",20.0
Kristen Clay,josephperez@example.com,Casey Nunez,ashleybaker@gmail.com,RA,"['RA', 'TA']",20.0
Kristen Clay,josephperez@example.com,Shannon Reyes,elizabethraymond@villa-stewart.com,RA,"['RA', 'Grader']",36.67
Kristen Clay,josephperez@example.com,John Dawson,bautistachristopher@hotmail.com,RA,"['Grader', 'TA']",0.0
Kristen Clay,josephperez@example.com,Jeanne Clark,elizabethmarshall@gmail.com,RA,"['Grader', 'RA']",24.44
Kristen Clay,josephperez@example.com,Victoria Oliver,jenniferherrera@gmail.com,RA,"['Grader', 'RA']",20.0
Kristen Clay,josephperez@example.com,Adrienne Miles,nwilliams@acevedo.com,RA,"['RA', 'TA']",20.0
Kristen Clay,josephperez@example.com,Jennifer Harper,carrandrew@yahoo.com,RA,['RA'],20.0
Kristen Clay,josephperez@example.com,Tony Singh,beth07@yahoo.com,RA,['RA'],20.0
Kristen Clay,josephperez@example.com,Alan Butler,gonzaleztiffany@juarez-gibson.com,RA,"['TA', 'Grader']",0.0
Kristen Clay,josephperez@example.com,Marie Wilkinson,gary45@gmail.com,RA,['RA'],20.0
Kristen Clay,josephperez@example.com,Jessica Davis,amandacollins@lee.net,RA,['TA'],0.0
Kristen Clay,josephperez@example.com,Diana Parker,wendymorris@haley.com,RA,"['Grader', 'TA']",0.0
Kristen Clay,josephperez@example.com,Michael Soto,stephaniejoyce@yahoo.com,RA,['Grader'],0.0
Kristen Clay,josephperez@example.com,Joshua Ross,paul91@gmail.com,RA,['TA'],0.0
Kristen Clay,josephperez@example.com,Roberto Delgado,jfox@hotmail.com,RA,"['RA', 'Grader']",23.08
Kristen Clay,josephperez@example.com,Patrick Dillon,wkim@yahoo.com,RA,['RA'],20.0
Kristen Clay,josephperez@example.com,Dr. Kristin Baldwin,mark05@gmail.com,RA,['TA'],0.0
Kristen Clay,josephperez@example.com,Courtney Pitts,lweber@gmail.com,RA,"['TA', 'Grader']",3.33
Kristen Clay,josephperez@example.com,Karen Price,vjohnson@gmail.com,RA,['TA'],0.0
Kristen Clay,josephperez@example.com,Elizabeth Perry,millercaitlin@harris.com,RA,['TA'],0.0
Kristen Clay,josephperez@example.com,Brenda Thomas,christopherbridges@yahoo.com,RA,"['RA', 'Grader']",20.0
Kristen Clay,josephperez@example.com,Betty Silva,mullinszachary@harris.com,RA,['TA'],13.33
Kristen Clay,josephperez@example.com,Stephanie Hall,owatkins@wright.com,RA,['Grader'],0.0
Kristen Clay,josephperez@example.com,Jane Mckenzie,xmatthews@hotmail.com,RA,['TA'],40.0
Kristen Clay,josephperez@example.com,Amber Smith MD,calvin04@kelly.com,RA,['TA'],0.0
Kristen Clay,josephperez@example.com,Paul Robinson,dustin14@elliott.com,RA,"['TA', 'Grader']",0.0
Kristen Clay,josephperez@example.com,Jamie Bowen,blee@gmail.com,RA,['Grader'],0.0
Kristen Clay,josephperez@example.com,Anthony Ruiz,richard22@yahoo.com,RA,['Grader'],0.0
Kristen Clay,josephperez@example.com,Christopher Bennett,allisonjessica@hotmail.com,RA,['Grader'],0.0
Kristen Clay,josephperez@example.com,Rebecca Terry,william89@hotmail.com,RA,"['Grader', 'TA']",0.0
Kristen Clay,josephperez@example.com,Andrea Hart,roberta65@yahoo.com,RA,['TA'],13.33
Kristen Clay,josephperez@example.com,Bradley Elliott,meghan52@haynes.biz,RA,['Grader'],0.0
Kristen Clay,josephperez@example.com,David Stokes,edwardsjose@gmail.com,RA,['TA'],0.0
Kristen Clay,josephperez@example.com,Heather Mckinney,karensalazar@ramos-tran.com,RA,['Grader'],0.0
Kristen Clay,josephperez@example.com,Brenda Marquez,fwinters@hotmail.com,RA,['Grader'],20.0
Dustin Lowe,tbullock@example.com,Christopher Smith,louis48@barrett.biz,TA,"['RA', 'TA']",22.67
Dustin Lowe,tbullock@example.com,Steven Parker,kaylakelly@gonzalez.com,TA,"['Grader', 'TA']",20.0
Dustin Lowe,tbullock@example.com,Beth Taylor,dianaorozco@dunn-flores.info,TA,"['RA', 'Grader']",3.33
Dustin Lowe,tbullock@example.com,Chelsea Wallace,joshuabuck@howard.info,TA,"['Grader', 'TA']",20.0
Dustin Lowe,tbullock@example.com,Jessica Wood,jennifervasquez@gmail.com,TA,"['TA', 'Grader']",22.5
Dustin Lowe,tbullock@example.com,Kimberly Friedman,wendy61@yahoo.com,TA,"['TA', 'Grader']",20.0
Dustin Lowe,tbullock@example.com,Ashley Washington,catherineclark@palmer.com,TA,['TA'],22.5
Dustin Lowe,tbullock@example.com,Michael Matthews,danielbenton@parker-peters.biz,TA,['Grader'],6.67
Dustin Lowe,tbullock@example.com,Nicole Payne,mserrano@scott-harris.com,TA,['TA'],20.0
Dustin Lowe,tbullock@example.com,Christopher Lee DVM,dwayne21@gmail.com,TA,"['TA', 'RA']",20.0
Dustin Lowe,tbullock@example.com,Scott Foster PhD,justin30@beck-vaughn.org,TA,"['RA', 'Grader']",0.0
Dustin Lowe,tbullock@example.com,Jeffrey Weiss,royharper@yahoo.com,TA,['TA'],20.0
Dustin Lowe,tbullock@example.com,Shawn Medina,michelledominguez@mccann.com,TA,['Grader'],0.0
Dustin Lowe,tbullock@example.com,Jason Smith,tarahardin@gmail.com,TA,['TA'],24.0
Dustin Lowe,tbullock@example.com,Mercedes Francis,robinsonpamela@gmail.com,TA,"['RA', 'Grader']",0.0
Dustin Lowe,tbullock@example.com,Casey Nunez,ashleybaker@gmail.com,TA,"['RA', 'TA']",20.0
Dustin Lowe,tbullock@example.com,Shannon Reyes,elizabethraymond@villa-stewart.com,TA,"['RA', 'Grader']",2.86
Dustin Lowe,tbullock@example.com,John Dawson,bautistachristopher@hotmail.com,TA,"['Grader', 'TA']",20.0
Dustin Lowe,tbullock@example.com,Jeanne Clark,elizabethmarshall@gmail.com,TA,"['Grader', 'RA']",0.0
Dustin Lowe,tbullock@example.com,Victoria Oliver,jenniferherrera@gmail.com,TA,"['Grader', 'RA']",4.0
Dustin Lowe,tbullock@example.com,Adrienne Miles,nwilliams@acevedo.com,TA,"['RA', 'TA']",26.67
Dustin Lowe,tbullock@example.com,Jennifer Harper,carrandrew@yahoo.com,TA,['RA'],0.0
Dustin Lowe,tbullock@example.com,Tony Singh,beth07@yahoo.com,TA,['RA'],3.08
Dustin Lowe,tbullock@example.com,Alan Butler,gonzaleztiffany@juarez-gibson.com,TA,"['TA', 'Grader']",20.0
Dustin Lowe,tbullock@example.com,Marie Wilkinson,gary45@gmail.com,TA,['RA'],0.0
Dustin Lowe,tbullock@example.com,Jessica Davis,amandacollins@lee.net,TA,['TA'],22.67
Dustin Lowe,tbullock@example.com,Diana Parker,wendymorris@haley.com,TA,"['Grader', 'TA']",20.0
Dustin Lowe,tbullock@example.com,Michael Soto,stephaniejoyce@yahoo.com,TA,['Grader'],0.0
Dustin Lowe,tbullock@example.com,Joshua Ross,paul91@gmail.com,TA,['TA'],20.0
Dustin Lowe,tbullock@example.com,Roberto Delgado,jfox@hotmail.com,TA,"['RA', 'Grader']",0.0
Dustin Lowe,tbullock@example.com,Patrick Dillon,wkim@yahoo.com,TA,['RA'],0.0
Dustin Lowe,tbullock@example.com,Dr. Kristin Baldwin,mark05@gmail.com,TA,['TA'],20.0
Dustin Lowe,tbullock@example.com,Courtney Pitts,lweber@gmail.com,TA,"['TA', 'Grader']",22.86
Dustin Lowe,tbullock@example.com,Karen Price,vjohnson@gmail.com,TA,['TA'],22.86
Dustin Lowe,tbullock@example.com,Elizabeth Perry,millercaitlin@harris.com,TA,['TA'],20.0
Dustin Lowe,tbullock@example.com,Brenda Thomas,christopherbridges@yahoo.com,TA,"['RA', 'Grader']",0.0
Dustin Lowe,tbullock@example.com,Betty Silva,mullinszachary@harris.com,TA,['TA'],22.35
Dustin Lowe,tbullock@example.com,Stephanie Hall,owatkins@wright.com,TA,['Grader'],0.0
Dustin Lowe,tbullock@example.com,Jane Mckenzie,xmatthews@hotmail.com,TA,['TA'],24.0
Dustin Lowe,tbullock@example.com,Amber Smith MD,calvin04@kelly.com,TA,['TA'],22.67
Dustin Lowe,tbullock@example.com,Paul Robinson,dustin14@elliott.com,TA,"['TA', 'Grader']",20.0
Dustin Lowe,tbullock@example.com,Jamie Bowen,blee@gmail.com,TA,['Grader'],0.0
Dustin Lowe,tbullock@example.com,Anthony Ruiz,richard22@yahoo.com,TA,['Grader'],0.0
Dustin Lowe,tbullock@example.com,Christopher Bennett,allisonjessica@hotmail.com,TA,['Grader'],2.67
Dustin Lowe,tbullock@example.com,Rebecca Terry,william89@hotmail.com,TA,"['Grader', 'TA']",20.0
Dustin Lowe,tbullock@example.com,Andrea Hart,roberta65@yahoo.com,TA,['TA'],22.5
Dustin Lowe,tbullock@example.com,Bradley Elliott,meghan52@haynes.biz,TA,['Grader'],0.0
Dustin Lowe,tbullock@example.com,David Stokes,edwardsjose@gmail.com,TA,['TA'],20.0
Dustin Lowe,tbullock@example.com,Heather Mckinney,karensalazar@ramos-tran.com,TA,['Grader'],0.0
Dustin Lowe,tbullock@example.com,Brenda Marquez,fwinters@hotmail.com,TA,['Grader'],6.67
Antonio Ramirez MD,clarketony@example.com,Christopher Smith,louis48@barrett.biz,Grader,"['RA', 'TA']",3.33
Antonio Ramirez MD,clarketony@example.com,Steven Parker,kaylakelly@gonzalez.com,Grader,"['Grader', 'TA']",20.0
Antonio Ramirez MD,clarketony@example.com,Beth Taylor,dianaorozco@dunn-flores.info,Grader,"['RA', 'Grader']",24.44
Antonio Ramirez MD,clarketony@example.com,Chelsea Wallace,joshuabuck@howard.info,Grader,"['Grader', 'TA']",20.0
Antonio Ramirez MD,clarketony@example.com,Jessica Wood,jennifervasquez@gmail.com,Grader,"['TA', 'Grader']",20.0
Antonio Ramirez MD,clarketony@example.com,Kimberly Friedman,wendy61@yahoo.com,Grader,"['TA', 'Grader']",20.0
Antonio Ramirez MD,clarketony@example.com,Ashley Washington,catherineclark@palmer.com,Grader,['TA'],0.0
Antonio Ramirez MD,clarketony@example.com,Michael Matthews,danielbenton@parker-peters.biz,Grader,['Grader'],24.0
Antonio Ramirez MD,clarketony@example.com,Nicole Payne,mserrano@scott-harris.com,Grader,['TA'],0.0
Antonio Ramirez MD,clarketony@example.com,Christopher Lee DVM,dwayne21@gmail.com,Grader,"['TA', 'RA']",0.0
Antonio Ramirez MD,clarketony@example.com,Scott Foster PhD,justin30@beck-vaughn.org,Grader,"['RA', 'Grader']",20.0
Antonio Ramirez MD,clarketony@example.com,Jeffrey Weiss,royharper@yahoo.com,Grader,['TA'],0.0
Antonio Ramirez MD,clarketony@example.com,Shawn Medina,michelledominguez@mccann.com,Grader,['Grader'],20.0
Antonio Ramirez MD,clarketony@example.com,Jason Smith,tarahardin@gmail.com,Grader,['TA'],0.0
Antonio Ramirez MD,clarketony@example.com,Mercedes Francis,robinsonpamela@gmail.com,Grader,"['RA', 'Grader']",20.0
Antonio Ramirez MD,clarketony@example.com,Casey Nunez,ashleybaker@gmail.com,Grader,"['RA', 'TA']",0.0
Antonio Ramirez MD,clarketony@example.com,Shannon Reyes,elizabethraymond@villa-stewart.com,Grader,"['RA', 'Grader']",20.0
Antonio Ramirez MD,clarketony@example.com,John Dawson,bautistachristopher@hotmail.com,Grader,"['Grader', 'TA']",20.0
Antonio Ramirez MD,clarketony@example.com,Jeanne Clark,elizabethmarshall@gmail.com,Grader,"['Grader', 'RA']",20.0
Antonio Ramirez MD,clarketony@example.com,Victoria Oliver,jenniferherrera@gmail.com,Grader,"['Grader', 'RA']",25.71
Antonio Ramirez MD,clarketony@example.com,Adrienne Miles,nwilliams@acevedo.com,Grader,"['RA', 'TA']",4.0
Antonio Ramirez MD,clarketony@example.com,Jennifer Harper,carrandrew@yahoo.com,Grader,['RA'],0.0
Antonio Ramirez MD,clarketony@example.com,Tony Singh,beth07@yahoo.com,Grader,['RA'],4.0
Antonio Ramirez MD,clarketony@example.com,Alan Butler,gonzaleztiffany@juarez-gibson.com,Grader,"['TA', 'Grader']",20.0
Antonio Ramirez MD,clarketony@example.com,Marie Wilkinson,gary45@gmail.com,Grader,['RA'],0.0
Antonio Ramirez MD,clarketony@example.com,Jessica Davis,amandacollins@lee.net,Grader,['TA'],16.67
Antonio Ramirez MD,clarketony@example.com,Diana Parker,wendymorris@haley.com,Grader,"['Grader', 'TA']",60.0
Antonio Ramirez MD,clarketony@example.com,Michael Soto,stephaniejoyce@yahoo.com,Grader,['Grader'],20.0
Antonio Ramirez MD,clarketony@example.com,Joshua Ross,paul91@gmail.com,Grader,['TA'],0.0
Antonio Ramirez MD,clarketony@example.com,Roberto Delgado,jfox@hotmail.com,Grader,"['RA', 'Grader']",33.33
Antonio Ramirez MD,clarketony@example.com,Patrick Dillon,wkim@yahoo.com,Grader,['RA'],0.0
Antonio Ramirez MD,clarketony@example.com,Dr. Kristin Baldwin,mark05@gmail.com,Grader,['TA'],0.0
Antonio Ramirez MD,clarketony@example.com,Courtney Pitts,lweber@gmail.com,Grader,"['TA', 'Grader']",23.64
Antonio Ramirez MD,clarketony@example.com,Karen Price,vjohnson@gmail.com,Grader,['TA'],0.0
Antonio Ramirez MD,clarketony@example.com,Elizabeth Perry,millercaitlin@harris.com,Grader,['TA'],0.0
Antonio Ramirez MD,clarketony@example.com,Brenda Thomas,christopherbridges@yahoo.com,Grader,"['RA', 'Grader']",20.0
Antonio Ramirez MD,clarketony@example.com,Betty Silva,mullinszachary@harris.com,Grader,['TA'],0.0
Antonio Ramirez MD,clarketony@example.com,Stephanie Hall,owatkins@wright.com,Grader,['Grader'],20.0
Antonio Ramirez MD,clarketony@example.com,Jane Mckenzie,xmatthews@hotmail.com,Grader,['TA'],0.0
Antonio Ramirez MD,clarketony@example.com,Amber Smith MD,calvin04@kelly.com,Grader,['TA'],3.33
Antonio Ramirez MD,clarketony@example.com,Paul Robinson,dustin14@elliott.com,Grader,"['TA', 'Grader']",20.0
Antonio Ramirez MD,clarketony@example.com,Jamie Bowen,blee@gmail.com,Grader,['Grader'],20.0
Antonio Ramirez MD,clarketony@example.com,Anthony Ruiz,richard22@yahoo.com,Grader,['Grader'],20.0
Antonio Ramirez MD,clarketony@example.com,Christopher Bennett,allisonjessica@hotmail.com,Grader,['Grader'],23.33
Antonio Ramirez MD,clarketony@example.com,Rebecca Terry,william89@hotmail.com,Grader,"['Grader', 'TA']",20.0
Antonio Ramirez MD,clarketony@example.com,Andrea Hart,roberta65@yahoo.com,Grader,['TA'],13.33
Antonio Ramirez MD,clarketony@example.com,Bradley Elliott,meghan52@haynes.biz,Grader,['Grader'],20.0
Antonio Ramirez MD,clarketony@example.com,David Stokes,edwardsjose@gmail.com,Grader,['TA'],0.0
Antonio Ramirez MD,clarketony@example.com,Heather Mckinney,karensalazar@ramos-tran.com,Grader,['Grader'],20.0
Antonio Ramirez MD,clarketony@example.com,Brenda Marquez,fwinters@hotmail.com,Grader,['Grader'],24.0
David Brock,robert25@example.net,Christopher Smith,louis48@barrett.biz,Grader,"['RA', 'TA']",6.67
David Brock,robert25@example.net,Steven Parker,kaylakelly@gonzalez.com,Grader,"['Grader', 'TA']",23.64
David Brock,robert25@example.net,Beth Taylor,dianaorozco@dunn-flores.info,Grader,"['RA', 'Grader']",28.89
David Brock,robert25@example.net,Chelsea Wallace,joshuabuck@howard.info,Grader,"['Grader', 'TA']",25.0
David Brock,robert25@example.net,Jessica Wood,jennifervasquez@gmail.com,Grader,"['TA', 'Grader']",22.86
David Brock,robert25@example.net,Kimberly Friedman,wendy61@yahoo.com,Grader,"['TA', 'Grader']",30.0
David Brock,robert25@example.net,Ashley Washington,catherineclark@palmer.com,Grader,['TA'],2.86
David Brock,robert25@example.net,Michael Matthews,danielbenton@parker-peters.biz,Grader,['Grader'],28.0
David Brock,robert25@example.net,Nicole Payne,mserrano@scott-harris.com,Grader,['TA'],5.0
David Brock,robert25@example.net,Christopher Lee DVM,dwayne21@gmail.com,Grader,"['TA', 'RA']",5.0
David Brock,robert25@example.net,Scott Foster PhD,justin30@beck-vaughn.org,Grader,"['RA', 'Grader']",25.0
David Brock,robert25@example.net,Jeffrey Weiss,royharper@yahoo.com,Grader,['TA'],6.15
David Brock,robert25@example.net,Shawn Medina,michelledominguez@mccann.com,Grader,['Grader'],24.0
David Brock,robert25@example.net,Jason Smith,tarahardin@gmail.com,Grader,['TA'],11.43
David Brock,robert25@example.net,Mercedes Francis,robinsonpamela@gmail.com,Grader,"['RA', 'Grader']",20.0
David Brock,robert25@example.net,Casey Nunez,ashleybaker@gmail.com,Grader,"['RA', 'TA']",3.64
David Brock,robert25@example.net,Shannon Reyes,elizabethraymond@villa-stewart.com,Grader,"['RA', 'Grader']",32.0
David Brock,robert25@example.net,John Dawson,bautistachristopher@hotmail.com,Grader,"['Grader', 'TA']",20.0
David Brock,robert25@example.net,Jeanne Clark,elizabethmarshall@gmail.com,Grader,"['Grader', 'RA']",30.0
David Brock,robert25@example.net,Victoria Oliver,jenniferherrera@gmail.com,Grader,"['Grader', 'RA']",31.43
David Brock,robert25@example.net,Adrienne Miles,nwilliams@acevedo.com,Grader,"['RA', 'TA']",8.0
David Brock,robert25@example.net,Jennifer Harper,carrandrew@yahoo.com,Grader,['RA'],0.0
David Brock,robert25@example.net,Tony Singh,beth07@yahoo.com,Grader,['RA'],8.0
David Brock,robert25@example.net,Alan Butler,gonzaleztiffany@juarez-gibson.com,Grader,"['TA', 'Grader']",23.08
David Brock,robert25@example.net,Marie Wilkinson,gary45@gmail.com,Grader,['RA'],5.0
David Brock,robert25@example.net,Jessica Davis,amandacollins@lee.net,Grader,['TA'],6.67
David Brock,robert25@example.net,Diana Parker,wendymorris@haley.com,Grader,"['Grader', 'TA']",25.71
David Brock,robert25@example.net,Michael Soto,stephaniejoyce@yahoo.com,Grader,['Grader'],20.0
David Brock,robert25@example.net,Joshua Ross,paul91@gmail.com,Grader,['TA'],3.08
David Brock,robert25@example.net,Roberto Delgado,jfox@hotmail.com,Grader,"['RA', 'Grader']",26.67
David Brock,robert25@example.net,Patrick Dillon,wkim@yahoo.com,Grader,['RA'],2.86
David Brock,robert25@example.net,Dr. Kristin Baldwin,mark05@gmail.com,Grader,['TA'],5.71
David Brock,robert25@example.net,Courtney Pitts,lweber@gmail.com,Grader,"['TA', 'Grader']",32.0
David Brock,robert25@example.net,Karen Price,vjohnson@gmail.com,Grader,['TA'],3.33
David Brock,robert25@example.net,Elizabeth Perry,millercaitlin@harris.com,Grader,['TA'],0.0
David Brock,robert25@example.net,Brenda Thomas,christopherbridges@yahoo.com,Grader,"['RA', 'Grader']",22.86
David Brock,robert25@example.net,Betty Silva,mullinszachary@harris.com,Grader,['TA'],5.71
David Brock,robert25@example.net,Stephanie Hall,owatkins@wright.com,Grader,['Grader'],25.0
David Brock,robert25@example.net,Jane Mckenzie,xmatthews@hotmail.com,Grader,['TA'],11.43
David Brock,robert25@example.net,Amber Smith MD,calvin04@kelly.com,Grader,['TA'],6.67
David Brock,robert25@example.net,Paul Robinson,dustin14@elliott.com,Grader,"['TA', 'Grader']",24.0
David Brock,robert25@example.net,Jamie Bowen,blee@gmail.com,Grader,['Grader'],20.0
David Brock,robert25@example.net,Anthony Ruiz,richard22@yahoo.com,Grader,['Grader'],23.33
David Brock,robert25@example.net,Christopher Bennett,allisonjessica@hotmail.com,Grader,['Grader'],26.67
David Brock,robert25@example.net,Rebecca Terry,william89@hotmail.com,Grader,"['Grader', 'TA']",25.0
David Brock,robert25@example.net,Andrea Hart,roberta65@yahoo.com,Grader,['TA'],6.15
David Brock,robert25@example.net,Bradley Elliott,meghan52@haynes.biz,Grader,['Grader'],20.0
David Brock,robert25@example.net,David Stokes,edwardsjose@gmail.com,Grader,['TA'],5.0
David Brock,robert25@example.net,Heather Mckinney,karensalazar@ramos-tran.com,Grader,['Grader'],25.71
David Brock,robert25@example.net,Brenda Marquez,fwinters@hotmail.com,Grader,['Grader'],33.33
Brandon Perez,ypatel@example.org,Christopher Smith,louis48@barrett.biz,TA,"['RA', 'TA']",20.0
Brandon Perez,ypatel@example.org,Steven Parker,kaylakelly@gonzalez.com,TA,"['Grader', 'TA']",23.64
Brandon Perez,ypatel@example.org,Beth Taylor,dianaorozco@dunn-flores.info,TA,"['RA', 'Grader']",4.0
Brandon Perez,ypatel@example.org,Chelsea Wallace,joshuabuck@howard.info,TA,"['Grader', 'TA']",25.0
Brandon Perez,ypatel@example.org,Jessica Wood,jennifervasquez@gmail.com,TA,"['TA', 'Grader']",26.15
Brandon Perez,ypatel@example.org,Kimberly Friedman,wendy61@yahoo.com,TA,"['TA', 'Grader']",24.44
Brandon Perez,ypatel@example.org,Ashley Washington,catherineclark@palmer.com,TA,['TA'],26.15
Brandon Perez,ypatel@example.org,Michael Matthews,danielbenton@parker-peters.biz,TA,['Grader'],3.64
Brandon Perez,ypatel@example.org,Nicole Payne,mserrano@scott-harris.com,TA,['TA'],25.0
Brandon Perez,ypatel@example.org,Christopher Lee DVM,dwayne21@gmail.com,TA,"['TA', 'RA']",25.0
Brandon Perez,ypatel@example.org,Scott Foster PhD,justin30@beck-vaughn.org,TA,"['RA', 'Grader']",0.0
Brandon Perez,ypatel@example.org,Jeffrey Weiss,royharper@yahoo.com,TA,['TA'],20.0
Brandon Perez,ypatel@example.org,Shawn Medina,michelledominguez@mccann.com,TA,['Grader'],0.0
Brandon Perez,ypatel@example.org,Jason Smith,tarahardin@gmail.com,TA,['TA'],25.0
Brandon Perez,ypatel@example.org,Mercedes Francis,robinsonpamela@gmail.com,TA,"['RA', 'Grader']",0.0
Brandon Perez,ypatel@example.org,Casey Nunez,ashleybaker@gmail.com,TA,"['RA', 'TA']",23.64
Brandon Perez,ypatel@example.org,Shannon Reyes,elizabethraymond@villa-stewart.com,TA,"['RA', 'Grader']",3.33
Brandon Perez,ypatel@example.org,John Dawson,bautistachristopher@hotmail.com,TA,"['Grader', 'TA']",20.0
Brandon Perez,ypatel@example.org,Jeanne Clark,elizabethmarshall@gmail.com,TA,"['Grader', 'RA']",4.44
Brandon Perez,ypatel@example.org,Victoria Oliver,jenniferherrera@gmail.com,TA,"['Grader', 'RA']",0.0
Brandon Perez,ypatel@example.org,Adrienne Miles,nwilliams@acevedo.com,TA,"['RA', 'TA']",23.64
Brandon Perez,ypatel@example.org,Jennifer Harper,carrandrew@yahoo.com,TA,['RA'],0.0
Brandon Perez,ypatel@example.org,Tony Singh,beth07@yahoo.com,TA,['RA'],0.0
Brandon Perez,ypatel@example.org,Alan Butler,gonzaleztiffany@juarez-gibson.com,TA,"['TA', 'Grader']",23.08
Brandon Perez,ypatel@example.org,Marie Wilkinson,gary45@gmail.com,TA,['RA'],0.0
Brandon Perez,ypatel@example.org,Jessica Davis,amandacollins@lee.net,TA,['TA'],20.0
Brandon Perez,ypatel@example.org,Diana Parker,wendymorris@haley.com,TA,"['Grader', 'TA']",20.0
Brandon Perez,ypatel@example.org,Michael Soto,stephaniejoyce@yahoo.com,TA,['Grader'],0.0
Brandon Perez,ypatel@example.org,Joshua Ross,paul91@gmail.com,TA,['TA'],23.08
Brandon Perez,ypatel@example.org,Roberto Delgado,jfox@hotmail.com,TA,"['RA', 'Grader']",0.0
Brandon Perez,ypatel@example.org,Patrick Dillon,wkim@yahoo.com,TA,['RA'],2.86
Brandon Perez,ypatel@example.org,Dr. Kristin Baldwin,mark05@gmail.com,TA,['TA'],25.71
Brandon Perez,ypatel@example.org,Courtney Pitts,lweber@gmail.com,TA,"['TA', 'Grader']",23.33
Brandon Perez,ypatel@example.org,Karen Price,vjohnson@gmail.com,TA,['TA'],23.33
Brandon Perez,ypatel@example.org,Elizabeth Perry,millercaitlin@harris.com,TA,['TA'],20.0
Brandon Perez,ypatel@example.org,Brenda Thomas,christopherbridges@yahoo.com,TA,"['RA', 'Grader']",0.0
Brandon Perez,ypatel@example.org,Betty Silva,mullinszachary@harris.com,TA,['TA'],25.71
Brandon Perez,ypatel@example.org,Stephanie Hall,owatkins@wright.com,TA,['Grader'],0.0
Brandon Perez,ypatel@example.org,Jane Mckenzie,xmatthews@hotmail.com,TA,['TA'],25.0
Brandon Perez,ypatel@example.org,Amber Smith MD,calvin04@kelly.com,TA,['TA'],20.0
Brandon Perez,ypatel@example.org,Paul Robinson,dustin14@elliott.com,TA,"['TA', 'Grader']",24.0
Brandon Perez,ypatel@example.org,Jamie Bowen,blee@gmail.com,TA,['Grader'],0.0
Brandon Perez,ypatel@example.org,Anthony Ruiz,richard22@yahoo.com,TA,['Grader'],0.0
Brandon Perez,ypatel@example.org,Christopher Bennett,allisonjessica@hotmail.com,TA,['Grader'],3.08
Brandon Perez,ypatel@example.org,Rebecca Terry,william89@hotmail.com,TA,"['Grader', 'TA']",20.0
Brandon Perez,ypatel@example.org,Andrea Hart,roberta65@yahoo.com,TA,['TA'],22.86
Brandon Perez,ypatel@example.org,Bradley Elliott,meghan52@haynes.biz,TA,['Grader'],0.0
Brandon Perez,ypatel@example.org,David Stokes,edwardsjose@gmail.com,TA,['TA'],20.0
Brandon Perez,ypatel@example.org,Heather Mckinney,karensalazar@ramos-tran.com,TA,['Grader'],0.0
Brandon Perez,ypatel@example.org,Brenda Marquez,fwinters@hotmail.com,TA,['Grader'],3.64
Clinton Howard,welchsheri@example.net,Christopher Smith,louis48@barrett.biz,TA,"['RA', 'TA']",20.0
Clinton Howard,welchsheri@example.net,Steven Parker,kaylakelly@gonzalez.com,TA,"['Grader', 'TA']",20.0
Clinton Howard,welchsheri@example.net,Beth Taylor,dianaorozco@dunn-flores.info,TA,"['RA', 'Grader']",0.0
Clinton Howard,welchsheri@example.net,Chelsea Wallace,joshuabuck@howard.info,TA,"['Grader', 'TA']",20.0
Clinton Howard,welchsheri@example.net,Jessica Wood,jennifervasquez@gmail.com,TA,"['TA', 'Grader']",36.0
