student,professor,score,matched_role,student_role
Ryan Freeman,Marie Wilkinson,0.08,['RA'],TA
Brett Williams,Alan Butler,0.08,"['TA', 'Grader']",RA
Barry Mitchell,Marie Wilkinson,0.08,['RA'],TA
Ryan Freeman,Roberto Delgado,0.08,"['RA', 'Grader']",TA
Marc Martin,Roberto Delgado,0.08,"['RA', 'Grader']",TA
Ryan Freeman,Michael Soto,0.08,['Grader'],TA
Jacqueline Lopez,Joshua Ross,0.08,['TA'],Grader
Alice Young,Michael Soto,0.08,['Grader'],TA
Nicole Byrd,Alan Butler,0.08,"['TA', 'Grader']",RA
Sabrina Sullivan,Joshua Ross,0.08,['TA'],RA
Jacqueline Lopez,Marie Wilkinson,0.08,['RA'],Grader
Caleb Potter,Marie Wilkinson,0.08,['RA'],TA
Chad Arroyo,Marie Wilkinson,0.08,['RA'],Grader
Chad Arroyo,Joshua Ross,0.08,['TA'],Grader
Lisa Mills,Joshua Ross,0.08,['TA'],RA
Andrew Wood,Marie Wilkinson,0.08,['RA'],Grader
Tara Ayers,Michael Soto,0.08,['Grader'],TA
Christopher Little,Diana Parker,0.08,"['Grader', 'TA']",RA
Jason Melton,Joshua Ross,0.08,['TA'],RA
Jason Melton,Alan Butler,0.08,"['TA', 'Grader']",RA
Lisa Mills,Alan Butler,0.08,"['TA', 'Grader']",RA
Maria Carroll,Joshua Ross,0.08,['TA'],RA
Maria Carroll,Diana Parker,0.08,"['Grader', 'TA']",RA
Peter Taylor,Joshua Ross,0.08,['TA'],RA
Brittany Mills,Alan Butler,0.08,"['TA', 'Grader']",RA
Charles Jackson,Joshua Ross,0.08,['TA'],Grader
Samantha Gonzales,Roberto Delgado,0.08,"['RA', 'Grader']",TA
Samantha Gonzales,Michael Soto,0.08,['Grader'],TA
David Gardner,Michael Soto,0.08,['Grader'],RA
Nicole Byrd,Joshua Ross,0.08,['TA'],RA
David Gardner,Alan Butler,0.08,"['TA', 'Grader']",RA
Maria Carroll,Alan Butler,0.08,"['TA', 'Grader']",RA
Brian Austin,Marie Wilkinson,0.08,['RA'],TA
Tabitha Cunningham,Roberto Delgado,0.08,"['RA', 'Grader']",TA
Kurt Brandt,Joshua Ross,0.08,['TA'],Grader
Kurt Brandt,Marie Wilkinson,0.08,['RA'],Grader
Travis Collins,Roberto Delgado,0.08,"['RA', 'Grader']",TA
David Brock,Joshua Ross,0.08,['TA'],Grader
Samantha Gonzales,Marie Wilkinson,0.08,['RA'],TA
David Brock,Marie Wilkinson,0.08,['RA'],Grader
Andrew Wood,Joshua Ross,0.08,['TA'],Grader
Dustin Lowe,Michael Soto,0.08,['Grader'],TA
David Mills,Marie Wilkinson,0.08,['RA'],TA
Mr. Walter Henson DDS,Roberto Delgado,0.08,"['RA', 'Grader']",TA
Larry Briggs,Joshua Ross,0.08,['TA'],Grader
Melinda Fowler,Michael Soto,0.08,['Grader'],TA
Ryan Mathews,Alan Butler,0.08,"['TA', 'Grader']",RA
Brandon Perez,Marie Wilkinson,0.08,['RA'],TA
Stephanie Jones,Marie Wilkinson,0.08,['RA'],TA
Jesse Ruiz,Alan Butler,0.08,"['TA', 'Grader']",RA
Mr. Walter Henson DDS,Michael Soto,0.08,['Grader'],TA
Austin Landry DDS,Joshua Ross,0.08,['TA'],Grader
Kristie Rose,Diana Parker,0.08,"['Grader', 'TA']",RA
Kristie Rose,Joshua Ross,0.08,['TA'],RA
Chelsea Bailey,Joshua Ross,0.08,['TA'],Grader
Mr. Thomas Carter Jr.,Marie Wilkinson,0.08,['RA'],Grader
Alexandria Owens,Jessica Davis,0.08,['TA'],Grader
Dana White,Joshua Ross,0.08,['TA'],Grader
Dana White,Marie Wilkinson,0.08,['RA'],Grader
Angela Johnson,Joshua Ross,0.08,['TA'],RA
Ryan Collins Jr.,Marie Wilkinson,0.08,['RA'],Grader
Ryan Collins Jr.,Joshua Ross,0.08,['TA'],Grader
Angel Thornton DVM,Marie Wilkinson,0.08,['RA'],Grader
Angel Thornton DVM,Joshua Ross,0.08,['TA'],Grader
Christopher Little,Michael Soto,0.08,['Grader'],RA
Angela Johnson,Diana Parker,0.08,"['Grader', 'TA']",RA
Amanda Jackson,Joshua Ross,0.08,['TA'],Grader
Angela Johnson,Alan Butler,0.08,"['TA', 'Grader']",RA
Ashley Cooper,Diana Parker,0.08,"['Grader', 'TA']",RA
Laura Gray,Marie Wilkinson,0.08,['RA'],TA
Laura Gray,Michael Soto,0.08,['Grader'],TA
Alexandria Shields,Joshua Ross,0.08,['TA'],RA
Kimberly Reese MD,Diana Parker,0.08,"['Grader', 'TA']",RA
Kimberly Reese MD,Alan Butler,0.08,"['TA', 'Grader']",RA
Caitlyn Nelson,Marie Wilkinson,0.08,['RA'],TA
Kimberly Reese MD,Joshua Ross,0.08,['TA'],RA
Alexis Simmons,Diana Parker,0.08,"['Grader', 'TA']",RA
Brittany Mills,Michael Soto,0.08,['Grader'],RA
Caitlyn Nelson,Roberto Delgado,0.08,"['RA', 'Grader']",TA
Laura Moore,Michael Soto,0.08,['Grader'],TA
Sandra Gomez MD,Roberto Delgado,0.08,"['RA', 'Grader']",TA
Sandra Gomez MD,Michael Soto,0.08,['Grader'],TA
Richard Butler,Joshua Ross,0.08,['TA'],RA
Marc Martin,Marie Wilkinson,0.08,['RA'],TA
Deanna Nielsen,Marie Wilkinson,0.08,['RA'],Grader
Charles Jackson,Marie Wilkinson,0.08,['RA'],Grader
Anna Scott,Michael Soto,0.08,['Grader'],TA
Miguel Brown,Joshua Ross,0.08,['TA'],Grader
Jacqueline Sullivan,Diana Parker,0.08,"['Grader', 'TA']",RA
Jacqueline Sullivan,Alan Butler,0.08,"['TA', 'Grader']",RA
David Lara,Michael Soto,0.08,['Grader'],RA
Bonnie Edwards,Alan Butler,0.08,"['TA', 'Grader']",RA
Michael Orozco,Joshua Ross,0.08,['TA'],Grader
Juan Burke,Marie Wilkinson,0.08,['RA'],TA
Barbara Fry,Marie Wilkinson,0.08,['RA'],TA
Barbara Fry,Roberto Delgado,0.08,"['RA', 'Grader']",TA
Patrick Johnson,Joshua Ross,0.08,['TA'],RA
Natasha Keller,Roberto Delgado,0.08,"['RA', 'Grader']",TA
Dylan Castillo,Marie Wilkinson,0.08,['RA'],Grader
Dylan Castillo,Joshua Ross,0.08,['TA'],Grader
Robin Landry,Alan Butler,0.08,"['TA', 'Grader']",RA
April George,Alan Butler,0.08,"['TA', 'Grader']",RA
Colleen Thomas PhD,Joshua Ross,0.08,['TA'],RA
April George,Michael Soto,0.08,['Grader'],RA
Kristine Fox,Marie Wilkinson,0.08,['RA'],Grader
Michael Fisher,Diana Parker,0.08,"['Grader', 'TA']",RA
Steven Rivera,Joshua Ross,0.08,['TA'],RA
Emily Chang,Roberto Delgado,0.08,"['RA', 'Grader']",TA
Chad Oconnell,Alan Butler,0.08,"['TA', 'Grader']",RA
Richard Cantu,Marie Wilkinson,0.08,['RA'],Grader
Carol Perkins,Diana Parker,0.08,"['Grader', 'TA']",RA
Maria Banks,Marie Wilkinson,0.08,['RA'],TA
David Lara,Diana Parker,0.08,"['Grader', 'TA']",RA
David Lara,Jessica Davis,0.08,['TA'],RA
Tammy Wyatt,Michael Soto,0.08,['Grader'],TA
Matthew Mckinney,Michael Soto,0.08,['Grader'],TA
Nicole Davis,Joshua Ross,0.08,['TA'],RA
Miguel Brown,Marie Wilkinson,0.08,['RA'],Grader
Richard Cantu,Joshua Ross,0.08,['TA'],Grader
Deanna Nielsen,Joshua Ross,0.08,['TA'],Grader
Alfred Estrada,Joshua Ross,0.08,['TA'],RA
Alfred Estrada,Diana Parker,0.08,"['Grader', 'TA']",RA
Alfred Estrada,Alan Butler,0.08,"['TA', 'Grader']",RA
Douglas Rhodes,Joshua Ross,0.08,['TA'],Grader
Douglas Rhodes,Marie Wilkinson,0.08,['RA'],Grader
Bonnie Edwards,Joshua Ross,0.08,['TA'],RA
Vickie Moran,Joshua Ross,0.08,['TA'],RA
Vickie Moran,Alan Butler,0.08,"['TA', 'Grader']",RA
Kimberly White,Joshua Ross,0.08,['TA'],RA
Paige Rivera MD,Joshua Ross,0.08,['TA'],RA
Paige Rivera MD,Alan Butler,0.08,"['TA', 'Grader']",RA
Paige Rivera MD,Diana Parker,0.08,"['Grader', 'TA']",RA
Kimberly White,Alan Butler,0.08,"['TA', 'Grader']",RA
Gregory Collins,Marie Wilkinson,0.08,['RA'],TA
Paul Rogers,Joshua Ross,0.08,['TA'],Grader
Jared Gross,Diana Parker,0.08,"['Grader', 'TA']",RA
Jennifer Miller,Michael Soto,0.08,['Grader'],RA
Diana Ross,Diana Parker,0.08,"['Grader', 'TA']",RA
Jorge Vasquez,Marie Wilkinson,0.08,['RA'],Grader
Angela Salazar,Marie Wilkinson,0.08,['RA'],TA
Allison Moore,Alan Butler,0.08,"['TA', 'Grader']",RA
Crystal Cooper,Marie Wilkinson,0.08,['RA'],TA
Crystal Cooper,Michael Soto,0.08,['Grader'],TA
Brandon Ruiz,Marie Wilkinson,0.08,['RA'],TA
Natasha Keller,Marie Wilkinson,0.08,['RA'],TA
Jennifer Lambert,Joshua Ross,0.08,['TA'],Grader
Robin Landry,Michael Soto,0.08,['Grader'],RA
Patrick Johnson,Alan Butler,0.08,"['TA', 'Grader']",RA
Jorge Vasquez,Joshua Ross,0.08,['TA'],Grader
Steven Patel,Michael Soto,0.08,['Grader'],RA
Steven Patel,Joshua Ross,0.08,['TA'],RA
Paul Rogers,Marie Wilkinson,0.08,['RA'],Grader
Lisa Davis,Marie Wilkinson,0.08,['RA'],Grader
Jennifer Miller,Joshua Ross,0.08,['TA'],RA
James Hawkins,Alan Butler,0.08,"['TA', 'Grader']",RA
James Hawkins,Michael Soto,0.08,['Grader'],RA
Alex Sloan,Diana Parker,0.08,"['Grader', 'TA']",RA
Allison Moore,Diana Parker,0.08,"['Grader', 'TA']",RA
Allison Moore,Michael Soto,0.08,['Grader'],RA
Amanda Jackson,Marie Wilkinson,0.08,['RA'],Grader
Manuel Heath,Michael Soto,0.08,['Grader'],RA
Ryan Mathews,Michael Soto,0.08,['Grader'],RA
Jennifer Lambert,Marie Wilkinson,0.08,['RA'],Grader
Patrick Freeman,Joshua Ross,0.08,['TA'],RA
Christopher Ferguson,Roberto Delgado,0.08,"['RA', 'Grader']",TA
Michael Martinez,Roberto Delgado,0.08,"['RA', 'Grader']",TA
Patrick Freeman,Alan Butler,0.08,"['TA', 'Grader']",RA
Patrick Freeman,Diana Parker,0.08,"['Grader', 'TA']",RA
Ashley Robles,Diana Parker,0.08,"['Grader', 'TA']",RA
Manuel Heath,Alan Butler,0.08,"['TA', 'Grader']",RA
Christopher Russell,Michael Soto,0.08,['Grader'],RA
Christopher Russell,Alan Butler,0.08,"['TA', 'Grader']",RA
Peter Smith,Joshua Ross,0.08,['TA'],Grader
Kristie Rose,Alan Butler,0.08,"['TA', 'Grader']",RA
Michael Hayes,Joshua Ross,0.08,['TA'],Grader
Kimberly Monroe,Diana Parker,0.08,"['Grader', 'TA']",RA
Harold Rogers,Roberto Delgado,0.08,"['RA', 'Grader']",TA
Brian Austin,Roberto Delgado,0.08,"['RA', 'Grader']",TA
Dakota Jefferson,Joshua Ross,0.08,['TA'],Grader
David Mills,Roberto Delgado,0.08,"['RA', 'Grader']",TA
Dr. Gabrielle King,Alan Butler,0.08,"['TA', 'Grader']",RA
Dr. Gabrielle King,Michael Soto,0.08,['Grader'],RA
Dr. Gabrielle King,Joshua Ross,0.08,['TA'],RA
Lisa Stone,Marie Wilkinson,0.08,['RA'],Grader
Mr. Thomas Carter Jr.,Adrienne Miles,0.06,"['RA', 'TA']",Grader
Robert Strong,Adrienne Miles,0.06,"['RA', 'TA']",Grader
Daniel Webb,Adrienne Miles,0.06,"['RA', 'TA']",Grader
Harold Rogers,Tony Singh,0.06,['RA'],TA
Christopher Ferguson,Tony Singh,0.06,['RA'],TA
Brian Austin,Jennifer Harper,0.06,['RA'],TA
Charles Jackson,Jennifer Harper,0.06,['RA'],Grader
Michael Martinez,Jennifer Harper,0.06,['RA'],TA
Scott Summers,Adrienne Miles,0.06,"['RA', 'TA']",Grader
Michael Mckinney,Adrienne Miles,0.06,"['RA', 'TA']",Grader
Jennifer Lambert,Jennifer Harper,0.06,['RA'],Grader
Christopher Ferguson,Jennifer Harper,0.06,['RA'],TA
Chad Arroyo,Adrienne Miles,0.06,"['RA', 'TA']",Grader
Barbara Fry,Jennifer Harper,0.06,['RA'],TA
Peggy Chavez,Adrienne Miles,0.06,"['RA', 'TA']",Grader
Emily Chang,Jennifer Harper,0.06,['RA'],TA
Lisa Davis,Adrienne Miles,0.06,"['RA', 'TA']",Grader
Jorge Vasquez,Adrienne Miles,0.06,"['RA', 'TA']",Grader
Natasha Keller,Jennifer Harper,0.06,['RA'],TA
Paul Rogers,Jennifer Harper,0.06,['RA'],Grader
Pamela Baxter,Tony Singh,0.06,['RA'],TA
Amanda Jackson,Jennifer Harper,0.06,['RA'],Grader
Amanda Jackson,Adrienne Miles,0.06,"['RA', 'TA']",Grader
Kristine Fox,Adrienne Miles,0.06,"['RA', 'TA']",Grader
Dylan Castillo,Jennifer Harper,0.06,['RA'],Grader
Dylan Castillo,Adrienne Miles,0.06,"['RA', 'TA']",Grader
Dylan Castillo,Tony Singh,0.06,['RA'],Grader
Ryan Freeman,Jennifer Harper,0.06,['RA'],TA
Caitlyn Nelson,Jennifer Harper,0.06,['RA'],TA
Megan Ramirez,Adrienne Miles,0.06,"['RA', 'TA']",Grader
Deanna Nielsen,Jennifer Harper,0.06,['RA'],Grader
Marc Martin,Jennifer Harper,0.06,['RA'],TA
Sandra Gomez MD,Jennifer Harper,0.06,['RA'],TA
Austin Landry DDS,Jennifer Harper,0.06,['RA'],Grader
Ryan Collins Jr.,Adrienne Miles,0.06,"['RA', 'TA']",Grader
Angel Thornton DVM,Adrienne Miles,0.06,"['RA', 'TA']",Grader
Alexandria Owens,Jennifer Harper,0.06,['RA'],Grader
Alexandria Owens,Adrienne Miles,0.06,"['RA', 'TA']",Grader
Austin Landry DDS,Tony Singh,0.06,['RA'],Grader
Alexandria Owens,Tony Singh,0.06,['RA'],Grader
Richard Cantu,Adrienne Miles,0.06,"['RA', 'TA']",Grader
Gregory Roach,Adrienne Miles,0.06,"['RA', 'TA']",Grader
Miguel Brown,Jennifer Harper,0.06,['RA'],Grader
Joshua Mooney,Tony Singh,0.06,['RA'],Grader
Mark Wolf,Adrienne Miles,0.06,"['RA', 'TA']",Grader
Harold Rogers,Jennifer Harper,0.06,['RA'],TA
Larry Briggs,Adrienne Miles,0.06,"['RA', 'TA']",Grader
Tabitha Cunningham,Jennifer Harper,0.06,['RA'],TA
Mr. Walter Henson DDS,Tony Singh,0.06,['RA'],TA
Larry Briggs,Jennifer Harper,0.06,['RA'],Grader
Larry Briggs,Tony Singh,0.06,['RA'],Grader
Mr. Walter Henson DDS,Jennifer Harper,0.06,['RA'],TA
David Mills,Jennifer Harper,0.06,['RA'],TA
Randy Thomas,Jennifer Harper,0.06,['RA'],Grader
David Brock,Jennifer Harper,0.06,['RA'],Grader
Samantha Gonzales,Tony Singh,0.06,['RA'],TA
Travis Collins,Jennifer Harper,0.06,['RA'],TA
Travis Collins,Tony Singh,0.06,['RA'],TA
Andrew Wood,Jennifer Harper,0.06,['RA'],Grader
Andrew Wood,Tony Singh,0.06,['RA'],Grader
Tabitha Cunningham,Tony Singh,0.06,['RA'],TA
Joseph Smith,Tony Singh,0.06,['RA'],Grader
Joseph Smith,Jennifer Harper,0.06,['RA'],Grader
Jonathan Ballard,Tony Singh,0.06,['RA'],Grader
Joseph Smith,Adrienne Miles,0.06,"['RA', 'TA']",Grader
Sandra Gomez MD,Tony Singh,0.06,['RA'],TA
David Mills,Tony Singh,0.06,['RA'],TA
Samantha Gonzales,Jennifer Harper,0.06,['RA'],TA
Ryan Freeman,Tony Singh,0.06,['RA'],TA
David Brock,Tony Singh,0.06,['RA'],Grader
Martha Cooper,Adrienne Miles,0.06,"['RA', 'TA']",Grader
Jacqueline Lopez,Adrienne Miles,0.06,"['RA', 'TA']",Grader
Andrew Wood,Adrienne Miles,0.06,"['RA', 'TA']",Grader
Dr. Gabrielle King,Jessica Davis,0.04,['TA'],RA
Lisa Burton,Jessica Davis,0.04,['TA'],RA
Patrick Freeman,Jessica Davis,0.04,['TA'],RA
Carol Perkins,Jessica Davis,0.04,['TA'],RA
Steven Patel,Jessica Davis,0.04,['TA'],RA
Brian Santiago,Jessica Davis,0.04,['TA'],RA
Jacqueline Sullivan,Jessica Davis,0.04,['TA'],RA
Michael Johnson,Jessica Davis,0.04,['TA'],Grader
Bonnie Edwards,Jessica Davis,0.04,['TA'],RA
Dylan Castillo,Jessica Davis,0.04,['TA'],Grader
April George,Jessica Davis,0.04,['TA'],RA
Paige Rivera MD,Jessica Davis,0.04,['TA'],RA
Alfred Estrada,Jessica Davis,0.04,['TA'],RA
Douglas Rhodes,Jessica Davis,0.04,['TA'],Grader
David Wolfe,Jessica Davis,0.04,['TA'],Grader
Diana Ross,Jessica Davis,0.04,['TA'],RA
Kimberly Monroe,Jessica Davis,0.04,['TA'],RA
Austin Landry DDS,Jessica Davis,0.04,['TA'],Grader
Joshua Mooney,Jessica Davis,0.04,['TA'],Grader
Jonathan Ballard,Jessica Davis,0.04,['TA'],Grader
Andrew Wood,Jessica Davis,0.04,['TA'],Grader
Joseph Smith,Jessica Davis,0.04,['TA'],Grader
Lisa Mills,Jessica Davis,0.04,['TA'],RA
Angela Johnson,Jessica Davis,0.04,['TA'],RA
Richard Cantu,Jessica Davis,0.04,['TA'],Grader
Maria Wu,Jessica Davis,0.04,['TA'],RA
Christopher Little,Jessica Davis,0.04,['TA'],RA
Maria Carroll,Jessica Davis,0.04,['TA'],RA
Michele Taylor,Jessica Davis,0.04,['TA'],Grader
David Gardner,Jessica Davis,0.04,['TA'],RA
Samuel Diaz,Jessica Davis,0.04,['TA'],Grader
David Brock,Jessica Davis,0.04,['TA'],Grader
Jesse Ruiz,Jessica Davis,0.04,['TA'],RA
Larry Briggs,Jessica Davis,0.04,['TA'],Grader
Kristie Rose,Jessica Davis,0.04,['TA'],RA
Mr. Thomas Carter Jr.,Jessica Davis,0.0,['TA'],Grader
Lisa Burton,Joshua Ross,0.0,['TA'],RA
Lisa Stone,Adrienne Miles,0.0,"['RA', 'TA']",Grader
Lisa Stone,Jennifer Harper,0.0,['RA'],Grader
Lisa Stone,Tony Singh,0.0,['RA'],Grader
Chelsea Bailey,Jessica Davis,0.0,['TA'],Grader
Tonya Garcia,Michael Soto,0.0,['Grader'],RA
Tonya Garcia,Joshua Ross,0.0,['TA'],RA
Ryan Mathews,Jessica Davis,0.0,['TA'],RA
Ryan Mathews,Diana Parker,0.0,"['Grader', 'TA']",RA
Ryan Mathews,Joshua Ross,0.0,['TA'],RA
Peter Smith,Adrienne Miles,0.0,"['RA', 'TA']",Grader
Lisa Burton,Alan Butler,0.0,"['TA', 'Grader']",RA
Lisa Burton,Diana Parker,0.0,"['Grader', 'TA']",RA
Lisa Burton,Michael Soto,0.0,['Grader'],RA
Mr. Thomas Carter Jr.,Tony Singh,0.0,['RA'],Grader
Mr. Thomas Carter Jr.,Jennifer Harper,0.0,['RA'],Grader
Robert Strong,Jennifer Harper,0.0,['RA'],Grader
Dr. Gabrielle King,Diana Parker,0.0,"['Grader', 'TA']",RA
Mr. Thomas Carter Jr.,Joshua Ross,0.0,['TA'],Grader
Lisa Stone,Jessica Davis,0.0,['TA'],Grader
Mark Wolf,Joshua Ross,0.0,['TA'],Grader
Peter Smith,Tony Singh,0.0,['RA'],Grader
Peter Smith,Jennifer Harper,0.0,['RA'],Grader
Michael Bautista,Marie Wilkinson,0.0,['RA'],TA
Tonya Garcia,Diana Parker,0.0,"['Grader', 'TA']",RA
Tonya Garcia,Jessica Davis,0.0,['TA'],RA
Tonya Garcia,Alan Butler,0.0,"['TA', 'Grader']",RA
Dakota Jefferson,Jessica Davis,0.0,['TA'],Grader
Dakota Jefferson,Tony Singh,0.0,['RA'],Grader
Dakota Jefferson,Jennifer Harper,0.0,['RA'],Grader
Melinda Fowler,Roberto Delgado,0.0,"['RA', 'Grader']",TA
Melinda Fowler,Marie Wilkinson,0.0,['RA'],TA
Michael Hayes,Jessica Davis,0.0,['TA'],Grader
Michael Hayes,Tony Singh,0.0,['RA'],Grader
Michael Hayes,Jennifer Harper,0.0,['RA'],Grader
Michael Hayes,Adrienne Miles,0.0,"['RA', 'TA']",Grader
Julia Figueroa,Roberto Delgado,0.0,"['RA', 'Grader']",TA
Julia Figueroa,Michael Soto,0.0,['Grader'],TA
Julia Figueroa,Marie Wilkinson,0.0,['RA'],TA
Kimberly Monroe,Joshua Ross,0.0,['TA'],RA
Kimberly Monroe,Michael Soto,0.0,['Grader'],RA
Kimberly Monroe,Alan Butler,0.0,"['TA', 'Grader']",RA
Melinda Fowler,Tony Singh,0.0,['RA'],TA
Melinda Fowler,Jennifer Harper,0.0,['RA'],TA
Lauren Hamilton,Roberto Delgado,0.0,"['RA', 'Grader']",TA
Lauren Hamilton,Michael Soto,0.0,['Grader'],TA
Sabrina Sullivan,Jessica Davis,0.0,['TA'],RA
Sabrina Sullivan,Alan Butler,0.0,"['TA', 'Grader']",RA
Christopher Lin,Joshua Ross,0.0,['TA'],Grader
Christopher Lin,Jessica Davis,0.0,['TA'],Grader
Christopher Lin,Marie Wilkinson,0.0,['RA'],Grader
Christopher Lin,Tony Singh,0.0,['RA'],Grader
Christopher Lin,Jennifer Harper,0.0,['RA'],Grader
Richard Butler,Alan Butler,0.0,"['TA', 'Grader']",RA
Randy Thomas,Jessica Davis,0.0,['TA'],Grader
Randy Thomas,Tony Singh,0.0,['RA'],Grader
Randy Thomas,Adrienne Miles,0.0,"['RA', 'TA']",Grader
Anita Haney,Roberto Delgado,0.0,"['RA', 'Grader']",TA
Anita Haney,Michael Soto,0.0,['Grader'],TA
Anita Haney,Marie Wilkinson,0.0,['RA'],TA
Anita Haney,Tony Singh,0.0,['RA'],TA
Anita Haney,Jennifer Harper,0.0,['RA'],TA
Kurt Brandt,Tony Singh,0.0,['RA'],Grader
Kurt Brandt,Jennifer Harper,0.0,['RA'],Grader
Kurt Brandt,Adrienne Miles,0.0,"['RA', 'TA']",Grader
Tabitha Cunningham,Michael Soto,0.0,['Grader'],TA
Brian Austin,Michael Soto,0.0,['Grader'],TA
Brian Austin,Tony Singh,0.0,['RA'],TA
Ashley Robles,Michael Soto,0.0,['Grader'],RA
Julia Figueroa,Tony Singh,0.0,['RA'],TA
Julia Figueroa,Jennifer Harper,0.0,['RA'],TA
Veronica Reynolds,Joshua Ross,0.0,['TA'],RA
Veronica Reynolds,Michael Soto,0.0,['Grader'],RA
Veronica Reynolds,Diana Parker,0.0,"['Grader', 'TA']",RA
Veronica Reynolds,Jessica Davis,0.0,['TA'],RA
Veronica Reynolds,Alan Butler,0.0,"['TA', 'Grader']",RA
Sabrina Sullivan,Michael Soto,0.0,['Grader'],RA
Sabrina Sullivan,Diana Parker,0.0,"['Grader', 'TA']",RA
Jacqueline Lopez,Jennifer Harper,0.0,['RA'],Grader
Caleb Potter,Roberto Delgado,0.0,"['RA', 'Grader']",TA
Anthony Hoover,Roberto Delgado,0.0,"['RA', 'Grader']",TA
Anthony Hoover,Michael Soto,0.0,['Grader'],TA
Anthony Hoover,Marie Wilkinson,0.0,['RA'],TA
Anthony Hoover,Tony Singh,0.0,['RA'],TA
Anthony Hoover,Jennifer Harper,0.0,['RA'],TA
Joseph Harmon,Joshua Ross,0.0,['TA'],RA
Joseph Harmon,Michael Soto,0.0,['Grader'],RA
Joseph Harmon,Diana Parker,0.0,"['Grader', 'TA']",RA
Joseph Harmon,Jessica Davis,0.0,['TA'],RA
Joseph Harmon,Alan Butler,0.0,"['TA', 'Grader']",RA
Caleb Potter,Michael Soto,0.0,['Grader'],TA
Caleb Potter,Tony Singh,0.0,['RA'],TA
Caleb Potter,Jennifer Harper,0.0,['RA'],TA
Kurt Brandt,Jessica Davis,0.0,['TA'],Grader
Martha Cooper,Tony Singh,0.0,['RA'],Grader
Martha Cooper,Jennifer Harper,0.0,['RA'],Grader
Michele Taylor,Joshua Ross,0.0,['TA'],Grader
Michele Taylor,Marie Wilkinson,0.0,['RA'],Grader
Michele Taylor,Tony Singh,0.0,['RA'],Grader
Michele Taylor,Jennifer Harper,0.0,['RA'],Grader
Michele Taylor,Adrienne Miles,0.0,"['RA', 'TA']",Grader
Renee Walker,Joshua Ross,0.0,['TA'],RA
Dana White,Adrienne Miles,0.0,"['RA', 'TA']",Grader
Shannon Allen,Joshua Ross,0.0,['TA'],RA
Shannon Allen,Michael Soto,0.0,['Grader'],RA
Shannon Allen,Diana Parker,0.0,"['Grader', 'TA']",RA
Shannon Allen,Jessica Davis,0.0,['TA'],RA
Shannon Allen,Alan Butler,0.0,"['TA', 'Grader']",RA
Jacqueline Lopez,Jessica Davis,0.0,['TA'],Grader
Jacqueline Lopez,Tony Singh,0.0,['RA'],Grader
Renee Walker,Diana Parker,0.0,"['Grader', 'TA']",RA
Renee Walker,Jessica Davis,0.0,['TA'],RA
Renee Walker,Alan Butler,0.0,"['TA', 'Grader']",RA
Richard Butler,Michael Soto,0.0,['Grader'],RA
Richard Butler,Diana Parker,0.0,"['Grader', 'TA']",RA
Richard Butler,Jessica Davis,0.0,['TA'],RA
Marc Martin,Michael Soto,0.0,['Grader'],TA
Marc Martin,Tony Singh,0.0,['RA'],TA
Nicholas Lloyd,Joshua Ross,0.0,['TA'],Grader
Jamie Hoffman,Jennifer Harper,0.0,['RA'],TA
Martha Cooper,Joshua Ross,0.0,['TA'],Grader
Martha Cooper,Jessica Davis,0.0,['TA'],Grader
Chad Arroyo,Jessica Davis,0.0,['TA'],Grader
Chad Arroyo,Tony Singh,0.0,['RA'],Grader
Chad Arroyo,Jennifer Harper,0.0,['RA'],Grader
Martha Cooper,Marie Wilkinson,0.0,['RA'],Grader
Nicholas Lloyd,Tony Singh,0.0,['RA'],Grader
Nicholas Lloyd,Jennifer Harper,0.0,['RA'],Grader
Nicholas Lloyd,Adrienne Miles,0.0,"['RA', 'TA']",Grader
Rebekah White,Joshua Ross,0.0,['TA'],Grader
Pamela Baxter,Michael Soto,0.0,['Grader'],TA
Charles Jackson,Jessica Davis,0.0,['TA'],Grader
Charles Jackson,Tony Singh,0.0,['RA'],Grader
Deanna Nielsen,Tony Singh,0.0,['RA'],Grader
Deanna Nielsen,Adrienne Miles,0.0,"['RA', 'TA']",Grader
Jamie Hoffman,Roberto Delgado,0.0,"['RA', 'Grader']",TA
Jamie Hoffman,Michael Soto,0.0,['Grader'],TA
Jamie Hoffman,Tony Singh,0.0,['RA'],TA
Alice Young,Marie Wilkinson,0.0,['RA'],TA
Alice Young,Tony Singh,0.0,['RA'],TA
Alice Young,Jennifer Harper,0.0,['RA'],TA
Renee Walker,Michael Soto,0.0,['Grader'],RA
April George,Diana Parker,0.0,"['Grader', 'TA']",RA
Brooke Case,Joshua Ross,0.0,['TA'],RA
Brooke Case,Michael Soto,0.0,['Grader'],RA
Brooke Case,Diana Parker,0.0,"['Grader', 'TA']",RA
Brooke Case,Jessica Davis,0.0,['TA'],RA
Brooke Case,Alan Butler,0.0,"['TA', 'Grader']",RA
Colleen Thomas PhD,Michael Soto,0.0,['Grader'],RA
Colleen Thomas PhD,Diana Parker,0.0,"['Grader', 'TA']",RA
Colleen Thomas PhD,Jessica Davis,0.0,['TA'],RA
Colleen Thomas PhD,Alan Butler,0.0,"['TA', 'Grader']",RA
Michael Orozco,Jessica Davis,0.0,['TA'],Grader
Michael Orozco,Tony Singh,0.0,['RA'],Grader
Michael Orozco,Jennifer Harper,0.0,['RA'],Grader
