student,professor,score,reasons
Sherri Murray,Brenda Thomas,70,shared interest in Smart Cities; matched desired role: RA
Sherri Murray,Amber Smith MD,40,shared interest in Smart Cities
Alyssa Jackson,Christopher Smith,30,matched desired role: TA
Alyssa Jackson,Steven Parker,30,matched desired role: TA
Alyssa Jackson,Chelsea Wallace,30,matched desired role: TA
Alyssa Jackson,Jessica Wood,30,matched desired role: TA
Alyssa Jackson,Kimberly Friedman,30,matched desired role: TA
Alyssa Jackson,Ashley Washington,30,matched desired role: TA
Alyssa Jackson,Nicole Payne,30,matched desired role: TA
Alyssa Jackson,Christopher Lee DVM,30,matched desired role: TA
Alyssa Jackson,Jeffrey Weiss,30,matched desired role: TA
Alyssa Jackson,Jason Smith,30,matched desired role: TA
Alyssa Jackson,Casey Nunez,30,matched desired role: TA
Alyssa Jackson,John Dawson,30,matched desired role: TA
Alyssa Jackson,Adrienne Miles,30,matched desired role: TA
Alyssa Jackson,Alan Butler,30,matched desired role: TA
Alyssa Jackson,Jessica Davis,30,matched desired role: TA
Alyssa Jackson,Diana Parker,30,matched desired role: TA
Alyssa Jackson,Joshua Ross,30,matched desired role: TA
Alyssa Jackson,Dr. Kristin Baldwin,30,matched desired role: TA
Alyssa Jackson,Courtney Pitts,30,matched desired role: TA
Alyssa Jackson,Karen Price,30,matched desired role: TA
Alyssa Jackson,Elizabeth Perry,30,matched desired role: TA
Alyssa Jackson,Betty Silva,30,matched desired role: TA
Alyssa Jackson,Jane Mckenzie,30,matched desired role: TA
Alyssa Jackson,Amber Smith MD,30,matched desired role: TA
Alyssa Jackson,Paul Robinson,30,matched desired role: TA
Alyssa Jackson,Rebecca Terry,30,matched desired role: TA
Alyssa Jackson,Andrea Hart,30,matched desired role: TA
Alyssa Jackson,David Stokes,30,matched desired role: TA
Shannon Williams,Christopher Smith,30,matched desired role: TA
Shannon Williams,Steven Parker,30,matched desired role: TA
Shannon Williams,Chelsea Wallace,30,matched desired role: TA
Shannon Williams,Jessica Wood,30,matched desired role: TA
Shannon Williams,Kimberly Friedman,30,matched desired role: TA
Shannon Williams,Ashley Washington,30,matched desired role: TA
Shannon Williams,Nicole Payne,30,matched desired role: TA
Shannon Williams,Christopher Lee DVM,30,matched desired role: TA
Shannon Williams,Jeffrey Weiss,30,matched desired role: TA
Shannon Williams,Jason Smith,30,matched desired role: TA
Shannon Williams,Casey Nunez,30,matched desired role: TA
Shannon Williams,John Dawson,30,matched desired role: TA
Shannon Williams,Adrienne Miles,30,matched desired role: TA
Shannon Williams,Alan Butler,30,matched desired role: TA
Shannon Williams,Jessica Davis,30,matched desired role: TA
Shannon Williams,Diana Parker,30,matched desired role: TA
Shannon Williams,Joshua Ross,30,matched desired role: TA
Shannon Williams,Dr. Kristin Baldwin,30,matched desired role: TA
Shannon Williams,Courtney Pitts,30,matched desired role: TA
Shannon Williams,Karen Price,30,matched desired role: TA
Shannon Williams,Elizabeth Perry,30,matched desired role: TA
Shannon Williams,Betty Silva,30,matched desired role: TA
Shannon Williams,Jane Mckenzie,30,matched desired role: TA
Shannon Williams,Amber Smith MD,30,matched desired role: TA
Shannon Williams,Paul Robinson,30,matched desired role: TA
Shannon Williams,Rebecca Terry,30,matched desired role: TA
Shannon Williams,Andrea Hart,30,matched desired role: TA
Shannon Williams,David Stokes,30,matched desired role: TA
Katherine Fisher,Steven Parker,30,matched desired role: Grader
Katherine Fisher,Beth Taylor,30,matched desired role: Grader
Katherine Fisher,Chelsea Wallace,30,matched desired role: Grader
Katherine Fisher,Jessica Wood,30,matched desired role: Grader
Katherine Fisher,Kimberly Friedman,30,matched desired role: Grader
Katherine Fisher,Michael Matthews,30,matched desired role: Grader
Katherine Fisher,Scott Foster PhD,35,skill overlap: Natural Language Processing; matched desired role: Grader
Katherine Fisher,Shawn Medina,30,matched desired role: Grader
Katherine Fisher,Mercedes Francis,30,matched desired role: Grader
Katherine Fisher,Casey Nunez,5,skill overlap: Natural Language Processing
Katherine Fisher,Shannon Reyes,30,matched desired role: Grader
Katherine Fisher,John Dawson,30,matched desired role: Grader
Katherine Fisher,Jeanne Clark,30,matched desired role: Grader
Katherine Fisher,Victoria Oliver,30,matched desired role: Grader
Katherine Fisher,Alan Butler,30,matched desired role: Grader
Katherine Fisher,Jessica Davis,5,skill overlap: Natural Language Processing
Katherine Fisher,Diana Parker,30,matched desired role: Grader
Katherine Fisher,Michael Soto,30,matched desired role: Grader
Katherine Fisher,Joshua Ross,5,skill overlap: Natural Language Processing
Katherine Fisher,Roberto Delgado,30,matched desired role: Grader
Katherine Fisher,Courtney Pitts,30,matched desired role: Grader
Katherine Fisher,Brenda Thomas,30,matched desired role: Grader
Katherine Fisher,Stephanie Hall,30,matched desired role: Grader
Katherine Fisher,Paul Robinson,30,matched desired role: Grader
Katherine Fisher,Jamie Bowen,30,matched desired role: Grader
Katherine Fisher,Anthony Ruiz,35,skill overlap: Natural Language Processing; matched desired role: Grader
Katherine Fisher,Christopher Bennett,30,matched desired role: Grader
Katherine Fisher,Rebecca Terry,35,skill overlap: Natural Language Processing; matched desired role: Grader
Katherine Fisher,Bradley Elliott,30,matched desired role: Grader
Katherine Fisher,David Stokes,5,skill overlap: Natural Language Processing
Katherine Fisher,Heather Mckinney,30,matched desired role: Grader
Katherine Fisher,Brenda Marquez,30,matched desired role: Grader
Bryan Mccullough,Steven Parker,30,matched desired role: Grader
Bryan Mccullough,Beth Taylor,30,matched desired role: Grader
Bryan Mccullough,Chelsea Wallace,30,matched desired role: Grader
Bryan Mccullough,Jessica Wood,30,matched desired role: Grader
Bryan Mccullough,Kimberly Friedman,30,matched desired role: Grader
Bryan Mccullough,Michael Matthews,30,matched desired role: Grader
Bryan Mccullough,Scott Foster PhD,30,matched desired role: Grader
Bryan Mccullough,Shawn Medina,30,matched desired role: Grader
Bryan Mccullough,Mercedes Francis,30,matched desired role: Grader
Bryan Mccullough,Shannon Reyes,30,matched desired role: Grader
Bryan Mccullough,John Dawson,30,matched desired role: Grader
Bryan Mccullough,Jeanne Clark,30,matched desired role: Grader
Bryan Mccullough,Victoria Oliver,30,matched desired role: Grader
Bryan Mccullough,Alan Butler,30,matched desired role: Grader
Bryan Mccullough,Diana Parker,30,matched desired role: Grader
Bryan Mccullough,Michael Soto,30,matched desired role: Grader
Bryan Mccullough,Roberto Delgado,30,matched desired role: Grader
Bryan Mccullough,Courtney Pitts,30,matched desired role: Grader
Bryan Mccullough,Brenda Thomas,30,matched desired role: Grader
Bryan Mccullough,Stephanie Hall,30,matched desired role: Grader
Bryan Mccullough,Paul Robinson,30,matched desired role: Grader
Bryan Mccullough,Jamie Bowen,30,matched desired role: Grader
Bryan Mccullough,Anthony Ruiz,30,matched desired role: Grader
Bryan Mccullough,Christopher Bennett,30,matched desired role: Grader
Bryan Mccullough,Rebecca Terry,30,matched desired role: Grader
Bryan Mccullough,Bradley Elliott,30,matched desired role: Grader
Bryan Mccullough,Heather Mckinney,30,matched desired role: Grader
Bryan Mccullough,Brenda Marquez,30,matched desired role: Grader
Dorothy Taylor,Christopher Smith,30,matched desired role: RA
Dorothy Taylor,Beth Taylor,30,matched desired role: RA
Dorothy Taylor,Christopher Lee DVM,30,matched desired role: RA
Dorothy Taylor,Scott Foster PhD,35,skill overlap: Natural Language Processing; matched desired role: RA
Dorothy Taylor,Mercedes Francis,30,matched desired role: RA
Dorothy Taylor,Casey Nunez,35,skill overlap: Natural Language Processing; matched desired role: RA
Dorothy Taylor,Shannon Reyes,30,matched desired role: RA
Dorothy Taylor,Jeanne Clark,30,matched desired role: RA
Dorothy Taylor,Victoria Oliver,30,matched desired role: RA
Dorothy Taylor,Adrienne Miles,30,matched desired role: RA
Dorothy Taylor,Jennifer Harper,30,matched desired role: RA
Dorothy Taylor,Tony Singh,30,matched desired role: RA
Dorothy Taylor,Marie Wilkinson,30,matched desired role: RA
Dorothy Taylor,Jessica Davis,5,skill overlap: Natural Language Processing
Dorothy Taylor,Joshua Ross,5,skill overlap: Natural Language Processing
Dorothy Taylor,Roberto Delgado,30,matched desired role: RA
Dorothy Taylor,Patrick Dillon,30,matched desired role: RA
Dorothy Taylor,Brenda Thomas,30,matched desired role: RA
Dorothy Taylor,Anthony Ruiz,5,skill overlap: Natural Language Processing
Dorothy Taylor,Rebecca Terry,5,skill overlap: Natural Language Processing
Dorothy Taylor,David Stokes,5,skill overlap: Natural Language Processing
Sean Horton,Christopher Smith,30,matched desired role: TA
Sean Horton,Steven Parker,30,matched desired role: TA
Sean Horton,Chelsea Wallace,30,matched desired role: TA
Sean Horton,Jessica Wood,30,matched desired role: TA
Sean Horton,Kimberly Friedman,30,matched desired role: TA
Sean Horton,Ashley Washington,30,matched desired role: TA
Sean Horton,Nicole Payne,30,matched desired role: TA
Sean Horton,Christopher Lee DVM,30,matched desired role: TA
Sean Horton,Scott Foster PhD,5,skill overlap: Natural Language Processing
Sean Horton,Jeffrey Weiss,30,matched desired role: TA
Sean Horton,Jason Smith,30,matched desired role: TA
Sean Horton,Casey Nunez,35,skill overlap: Natural Language Processing; matched desired role: TA
Sean Horton,John Dawson,30,matched desired role: TA
Sean Horton,Adrienne Miles,30,matched desired role: TA
Sean Horton,Alan Butler,30,matched desired role: TA
Sean Horton,Jessica Davis,35,skill overlap: Natural Language Processing; matched desired role: TA
Sean Horton,Diana Parker,30,matched desired role: TA
Sean Horton,Joshua Ross,35,skill overlap: Natural Language Processing; matched desired role: TA
Sean Horton,Dr. Kristin Baldwin,30,matched desired role: TA
Sean Horton,Courtney Pitts,30,matched desired role: TA
Sean Horton,Karen Price,30,matched desired role: TA
Sean Horton,Elizabeth Perry,30,matched desired role: TA
Sean Horton,Betty Silva,30,matched desired role: TA
Sean Horton,Jane Mckenzie,30,matched desired role: TA
Sean Horton,Amber Smith MD,30,matched desired role: TA
Sean Horton,Paul Robinson,30,matched desired role: TA
Sean Horton,Anthony Ruiz,5,skill overlap: Natural Language Processing
Sean Horton,Rebecca Terry,35,skill overlap: Natural Language Processing; matched desired role: TA
Sean Horton,Andrea Hart,30,matched desired role: TA
Sean Horton,David Stokes,35,skill overlap: Natural Language Processing; matched desired role: TA
Eugene Baxter,Christopher Smith,30,matched desired role: TA
Eugene Baxter,Steven Parker,30,matched desired role: TA
Eugene Baxter,Chelsea Wallace,30,matched desired role: TA
Eugene Baxter,Jessica Wood,30,matched desired role: TA
Eugene Baxter,Kimberly Friedman,30,matched desired role: TA
Eugene Baxter,Ashley Washington,30,matched desired role: TA
Eugene Baxter,Nicole Payne,30,matched desired role: TA
Eugene Baxter,Christopher Lee DVM,30,matched desired role: TA
Eugene Baxter,Scott Foster PhD,5,skill overlap: Natural Language Processing
Eugene Baxter,Jeffrey Weiss,30,matched desired role: TA
Eugene Baxter,Jason Smith,70,shared interest in Genomics; matched desired role: TA
Eugene Baxter,Casey Nunez,35,skill overlap: Natural Language Processing; matched desired role: TA
Eugene Baxter,Shannon Reyes,40,shared interest in Genomics
Eugene Baxter,John Dawson,30,matched desired role: TA
Eugene Baxter,Adrienne Miles,30,matched desired role: TA
Eugene Baxter,Alan Butler,30,matched desired role: TA
Eugene Baxter,Jessica Davis,35,skill overlap: Natural Language Processing; matched desired role: TA
Eugene Baxter,Diana Parker,30,matched desired role: TA
Eugene Baxter,Joshua Ross,35,skill overlap: Natural Language Processing; matched desired role: TA
Eugene Baxter,Dr. Kristin Baldwin,30,matched desired role: TA
Eugene Baxter,Courtney Pitts,30,matched desired role: TA
Eugene Baxter,Karen Price,30,matched desired role: TA
Eugene Baxter,Elizabeth Perry,30,matched desired role: TA
Eugene Baxter,Betty Silva,70,shared interest in Genomics; matched desired role: TA
Eugene Baxter,Jane Mckenzie,70,shared interest in Genomics; matched desired role: TA
Eugene Baxter,Amber Smith MD,30,matched desired role: TA
Eugene Baxter,Paul Robinson,30,matched desired role: TA
Eugene Baxter,Anthony Ruiz,5,skill overlap: Natural Language Processing
Eugene Baxter,Rebecca Terry,35,skill overlap: Natural Language Processing; matched desired role: TA
Eugene Baxter,Andrea Hart,70,shared interest in Genomics; matched desired role: TA
Eugene Baxter,David Stokes,35,skill overlap: Natural Language Processing; matched desired role: TA
Eugene Baxter,Brenda Marquez,40,shared interest in Genomics
Victoria Schultz,Christopher Smith,30,matched desired role: RA
Victoria Schultz,Beth Taylor,30,matched desired role: RA
Victoria Schultz,Christopher Lee DVM,30,matched desired role: RA
Victoria Schultz,Scott Foster PhD,30,matched desired role: RA
Victoria Schultz,Jason Smith,40,shared interest in Genomics
Victoria Schultz,Mercedes Francis,30,matched desired role: RA
Victoria Schultz,Casey Nunez,30,matched desired role: RA
Victoria Schultz,Shannon Reyes,70,shared interest in Genomics; matched desired role: RA
Victoria Schultz,Jeanne Clark,30,matched desired role: RA
Victoria Schultz,Victoria Oliver,30,matched desired role: RA
Victoria Schultz,Adrienne Miles,30,matched desired role: RA
Victoria Schultz,Jennifer Harper,30,matched desired role: RA
Victoria Schultz,Tony Singh,30,matched desired role: RA
Victoria Schultz,Marie Wilkinson,30,matched desired role: RA
Victoria Schultz,Roberto Delgado,30,matched desired role: RA
Victoria Schultz,Patrick Dillon,30,matched desired role: RA
Victoria Schultz,Brenda Thomas,30,matched desired role: RA
Victoria Schultz,Betty Silva,40,shared interest in Genomics
Victoria Schultz,Jane Mckenzie,40,shared interest in Genomics
Victoria Schultz,Andrea Hart,40,shared interest in Genomics
Victoria Schultz,Brenda Marquez,40,shared interest in Genomics
Meghan Burns,Steven Parker,30,matched desired role: Grader
Meghan Burns,Beth Taylor,30,matched desired role: Grader
Meghan Burns,Chelsea Wallace,30,matched desired role: Grader
Meghan Burns,Jessica Wood,30,matched desired role: Grader
Meghan Burns,Kimberly Friedman,30,matched desired role: Grader
Meghan Burns,Michael Matthews,30,matched desired role: Grader
Meghan Burns,Scott Foster PhD,30,matched desired role: Grader
Meghan Burns,Shawn Medina,30,matched desired role: Grader
Meghan Burns,Mercedes Francis,30,matched desired role: Grader
Meghan Burns,Shannon Reyes,30,matched desired role: Grader
Meghan Burns,John Dawson,30,matched desired role: Grader
Meghan Burns,Jeanne Clark,30,matched desired role: Grader
Meghan Burns,Victoria Oliver,30,matched desired role: Grader
Meghan Burns,Alan Butler,30,matched desired role: Grader
Meghan Burns,Diana Parker,30,matched desired role: Grader
Meghan Burns,Michael Soto,30,matched desired role: Grader
Meghan Burns,Roberto Delgado,30,matched desired role: Grader
Meghan Burns,Courtney Pitts,30,matched desired role: Grader
Meghan Burns,Brenda Thomas,30,matched desired role: Grader
Meghan Burns,Stephanie Hall,30,matched desired role: Grader
Meghan Burns,Paul Robinson,30,matched desired role: Grader
Meghan Burns,Jamie Bowen,30,matched desired role: Grader
Meghan Burns,Anthony Ruiz,30,matched desired role: Grader
Meghan Burns,Christopher Bennett,30,matched desired role: Grader
Meghan Burns,Rebecca Terry,30,matched desired role: Grader
Meghan Burns,Bradley Elliott,30,matched desired role: Grader
Meghan Burns,Heather Mckinney,30,matched desired role: Grader
Meghan Burns,Brenda Marquez,30,matched desired role: Grader
Michelle Salazar,Christopher Smith,30,matched desired role: TA
Michelle Salazar,Steven Parker,30,matched desired role: TA
Michelle Salazar,Chelsea Wallace,30,matched desired role: TA
Michelle Salazar,Jessica Wood,30,matched desired role: TA
Michelle Salazar,Kimberly Friedman,30,matched desired role: TA
Michelle Salazar,Ashley Washington,30,matched desired role: TA
Michelle Salazar,Nicole Payne,30,matched desired role: TA
Michelle Salazar,Christopher Lee DVM,30,matched desired role: TA
Michelle Salazar,Jeffrey Weiss,30,matched desired role: TA
Michelle Salazar,Jason Smith,30,matched desired role: TA
Michelle Salazar,Casey Nunez,30,matched desired role: TA
Michelle Salazar,John Dawson,30,matched desired role: TA
Michelle Salazar,Adrienne Miles,30,matched desired role: TA
Michelle Salazar,Alan Butler,30,matched desired role: TA
Michelle Salazar,Jessica Davis,30,matched desired role: TA
Michelle Salazar,Diana Parker,30,matched desired role: TA
Michelle Salazar,Joshua Ross,30,matched desired role: TA
Michelle Salazar,Dr. Kristin Baldwin,30,matched desired role: TA
Michelle Salazar,Courtney Pitts,30,matched desired role: TA
Michelle Salazar,Karen Price,30,matched desired role: TA
Michelle Salazar,Elizabeth Perry,30,matched desired role: TA
Michelle Salazar,Betty Silva,30,matched desired role: TA
Michelle Salazar,Jane Mckenzie,30,matched desired role: TA
Michelle Salazar,Amber Smith MD,30,matched desired role: TA
Michelle Salazar,Paul Robinson,30,matched desired role: TA
Michelle Salazar,Rebecca Terry,30,matched desired role: TA
Michelle Salazar,Andrea Hart,30,matched desired role: TA
Michelle Salazar,David Stokes,30,matched desired role: TA
Matthew Wright,Christopher Smith,30,matched desired role: TA
Matthew Wright,Steven Parker,30,matched desired role: TA
Matthew Wright,Chelsea Wallace,30,matched desired role: TA
Matthew Wright,Jessica Wood,30,matched desired role: TA
Matthew Wright,Kimberly Friedman,30,matched desired role: TA
Matthew Wright,Ashley Washington,30,matched desired role: TA
Matthew Wright,Nicole Payne,30,matched desired role: TA
Matthew Wright,Christopher Lee DVM,30,matched desired role: TA
Matthew Wright,Scott Foster PhD,5,skill overlap: Natural Language Processing
Matthew Wright,Jeffrey Weiss,30,matched desired role: TA
Matthew Wright,Jason Smith,30,matched desired role: TA
Matthew Wright,Casey Nunez,35,skill overlap: Natural Language Processing; matched desired role: TA
Matthew Wright,John Dawson,30,matched desired role: TA
Matthew Wright,Adrienne Miles,30,matched desired role: TA
Matthew Wright,Alan Butler,30,matched desired role: TA
Matthew Wright,Jessica Davis,75,shared interest in Quantum Computing; skill overlap: Natural Language Processing; matched desired role: TA
Matthew Wright,Diana Parker,70,shared interest in Quantum Computing; matched desired role: TA
Matthew Wright,Joshua Ross,35,skill overlap: Natural Language Processing; matched desired role: TA
Matthew Wright,Roberto Delgado,40,shared interest in Quantum Computing
Matthew Wright,Dr. Kristin Baldwin,30,matched desired role: TA
Matthew Wright,Courtney Pitts,30,matched desired role: TA
Matthew Wright,Karen Price,30,matched desired role: TA
Matthew Wright,Elizabeth Perry,30,matched desired role: TA
Matthew Wright,Betty Silva,30,matched desired role: TA
Matthew Wright,Jane Mckenzie,30,matched desired role: TA
Matthew Wright,Amber Smith MD,30,matched desired role: TA
Matthew Wright,Paul Robinson,30,matched desired role: TA
Matthew Wright,Anthony Ruiz,5,skill overlap: Natural Language Processing
Matthew Wright,Rebecca Terry,35,skill overlap: Natural Language Processing; matched desired role: TA
Matthew Wright,Andrea Hart,70,shared interest in Quantum Computing; matched desired role: TA
Matthew Wright,David Stokes,35,skill overlap: Natural Language Processing; matched desired role: TA
Linda Reed,Christopher Smith,30,matched desired role: RA
Linda Reed,Beth Taylor,30,matched desired role: RA
Linda Reed,Jessica Wood,40,shared interest in Financial Forecasting
Linda Reed,Ashley Washington,40,shared interest in Financial Forecasting
Linda Reed,Michael Matthews,40,shared interest in Financial Forecasting
Linda Reed,Christopher Lee DVM,30,matched desired role: RA
Linda Reed,Scott Foster PhD,30,matched desired role: RA
Linda Reed,Mercedes Francis,30,matched desired role: RA
Linda Reed,Casey Nunez,30,matched desired role: RA
Linda Reed,Shannon Reyes,30,matched desired role: RA
Linda Reed,Jeanne Clark,30,matched desired role: RA
Linda Reed,Victoria Oliver,30,matched desired role: RA
Linda Reed,Adrienne Miles,70,shared interest in Financial Forecasting; matched desired role: RA
Linda Reed,Jennifer Harper,30,matched desired role: RA
Linda Reed,Tony Singh,30,matched desired role: RA
Linda Reed,Marie Wilkinson,30,matched desired role: RA
Linda Reed,Roberto Delgado,30,matched desired role: RA
Linda Reed,Patrick Dillon,30,matched desired role: RA
Linda Reed,Karen Price,40,shared interest in Financial Forecasting
Linda Reed,Brenda Thomas,30,matched desired role: RA
Jeffrey Martinez,Christopher Smith,30,matched desired role: TA
Jeffrey Martinez,Steven Parker,30,matched desired role: TA
Jeffrey Martinez,Chelsea Wallace,30,matched desired role: TA
Jeffrey Martinez,Jessica Wood,30,matched desired role: TA
Jeffrey Martinez,Kimberly Friedman,30,matched desired role: TA
Jeffrey Martinez,Ashley Washington,30,matched desired role: TA
Jeffrey Martinez,Nicole Payne,30,matched desired role: TA
Jeffrey Martinez,Christopher Lee DVM,30,matched desired role: TA
Jeffrey Martinez,Jeffrey Weiss,30,matched desired role: TA
Jeffrey Martinez,Jason Smith,30,matched desired role: TA
Jeffrey Martinez,Casey Nunez,30,matched desired role: TA
Jeffrey Martinez,John Dawson,30,matched desired role: TA
Jeffrey Martinez,Adrienne Miles,30,matched desired role: TA
Jeffrey Martinez,Alan Butler,30,matched desired role: TA
Jeffrey Martinez,Jessica Davis,30,matched desired role: TA
Jeffrey Martinez,Diana Parker,30,matched desired role: TA
Jeffrey Martinez,Joshua Ross,30,matched desired role: TA
Jeffrey Martinez,Dr. Kristin Baldwin,30,matched desired role: TA
Jeffrey Martinez,Courtney Pitts,30,matched desired role: TA
Jeffrey Martinez,Karen Price,30,matched desired role: TA
Jeffrey Martinez,Elizabeth Perry,30,matched desired role: TA
Jeffrey Martinez,Betty Silva,30,matched desired role: TA
Jeffrey Martinez,Jane Mckenzie,30,matched desired role: TA
Jeffrey Martinez,Amber Smith MD,30,matched desired role: TA
Jeffrey Martinez,Paul Robinson,30,matched desired role: TA
Jeffrey Martinez,Rebecca Terry,30,matched desired role: TA
Jeffrey Martinez,Andrea Hart,30,matched desired role: TA
Jeffrey Martinez,David Stokes,30,matched desired role: TA
Justin Page,Christopher Smith,30,matched desired role: RA
Justin Page,Beth Taylor,30,matched desired role: RA
Justin Page,Christopher Lee DVM,30,matched desired role: RA
Justin Page,Scott Foster PhD,30,matched desired role: RA
Justin Page,Mercedes Francis,30,matched desired role: RA
Justin Page,Casey Nunez,30,matched desired role: RA
Justin Page,Shannon Reyes,30,matched desired role: RA
Justin Page,Jeanne Clark,30,matched desired role: RA
Justin Page,Victoria Oliver,30,matched desired role: RA
Justin Page,Adrienne Miles,30,matched desired role: RA
Justin Page,Jennifer Harper,30,matched desired role: RA
Justin Page,Tony Singh,30,matched desired role: RA
Justin Page,Marie Wilkinson,30,matched desired role: RA
Justin Page,Roberto Delgado,30,matched desired role: RA
Justin Page,Patrick Dillon,30,matched desired role: RA
Justin Page,Brenda Thomas,30,matched desired role: RA
Anthony Mays,Christopher Smith,30,matched desired role: TA
Anthony Mays,Steven Parker,70,shared interest in Climate Change Modeling; matched desired role: TA
Anthony Mays,Chelsea Wallace,30,matched desired role: TA
Anthony Mays,Jessica Wood,30,matched desired role: TA
Anthony Mays,Kimberly Friedman,30,matched desired role: TA
Anthony Mays,Ashley Washington,30,matched desired role: TA
Anthony Mays,Nicole Payne,30,matched desired role: TA
Anthony Mays,Christopher Lee DVM,30,matched desired role: TA
Anthony Mays,Jeffrey Weiss,30,matched desired role: TA
Anthony Mays,Shawn Medina,40,shared interest in Climate Change Modeling
Anthony Mays,Jason Smith,30,matched desired role: TA
Anthony Mays,Casey Nunez,30,matched desired role: TA
Anthony Mays,John Dawson,30,matched desired role: TA
Anthony Mays,Adrienne Miles,30,matched desired role: TA
Anthony Mays,Alan Butler,30,matched desired role: TA
Anthony Mays,Jessica Davis,30,matched desired role: TA
Anthony Mays,Diana Parker,30,matched desired role: TA
Anthony Mays,Joshua Ross,30,matched desired role: TA
Anthony Mays,Dr. Kristin Baldwin,30,matched desired role: TA
Anthony Mays,Courtney Pitts,30,matched desired role: TA
Anthony Mays,Karen Price,70,shared interest in Climate Change Modeling; matched desired role: TA
Anthony Mays,Elizabeth Perry,30,matched desired role: TA
Anthony Mays,Betty Silva,30,matched desired role: TA
Anthony Mays,Stephanie Hall,40,shared interest in Climate Change Modeling
Anthony Mays,Jane Mckenzie,30,matched desired role: TA
Anthony Mays,Amber Smith MD,30,matched desired role: TA
Anthony Mays,Paul Robinson,70,shared interest in Climate Change Modeling; matched desired role: TA
Anthony Mays,Rebecca Terry,30,matched desired role: TA
Anthony Mays,Andrea Hart,30,matched desired role: TA
Anthony Mays,David Stokes,30,matched desired role: TA
Melissa Anderson,Christopher Smith,30,matched desired role: RA
Melissa Anderson,Beth Taylor,30,matched desired role: RA
Melissa Anderson,Jessica Wood,40,shared interest in Smart Cities
Melissa Anderson,Christopher Lee DVM,30,matched desired role: RA
Melissa Anderson,Scott Foster PhD,30,matched desired role: RA
Melissa Anderson,Jeffrey Weiss,40,shared interest in Smart Cities
Melissa Anderson,Mercedes Francis,30,matched desired role: RA
Melissa Anderson,Casey Nunez,30,matched desired role: RA
Melissa Anderson,Shannon Reyes,30,matched desired role: RA
Melissa Anderson,Jeanne Clark,30,matched desired role: RA
Melissa Anderson,Victoria Oliver,30,matched desired role: RA
Melissa Anderson,Adrienne Miles,30,matched desired role: RA
Melissa Anderson,Jennifer Harper,30,matched desired role: RA
Melissa Anderson,Tony Singh,30,matched desired role: RA
Melissa Anderson,Marie Wilkinson,30,matched desired role: RA
Melissa Anderson,Roberto Delgado,30,matched desired role: RA
Melissa Anderson,Patrick Dillon,70,shared interest in Smart Cities; matched desired role: RA
Melissa Anderson,Brenda Thomas,70,shared interest in Smart Cities; matched desired role: RA
Melissa Anderson,Amber Smith MD,40,shared interest in Smart Cities
Patricia Rose,Christopher Smith,30,matched desired role: RA
Patricia Rose,Beth Taylor,30,matched desired role: RA
Patricia Rose,Christopher Lee DVM,30,matched desired role: RA
Patricia Rose,Scott Foster PhD,30,matched desired role: RA
Patricia Rose,Mercedes Francis,30,matched desired role: RA
Patricia Rose,Casey Nunez,30,matched desired role: RA
Patricia Rose,Shannon Reyes,30,matched desired role: RA
Patricia Rose,Jeanne Clark,30,matched desired role: RA
Patricia Rose,Victoria Oliver,30,matched desired role: RA
Patricia Rose,Adrienne Miles,30,matched desired role: RA
Patricia Rose,Jennifer Harper,30,matched desired role: RA
Patricia Rose,Tony Singh,30,matched desired role: RA
Patricia Rose,Marie Wilkinson,30,matched desired role: RA
Patricia Rose,Roberto Delgado,30,matched desired role: RA
Patricia Rose,Patrick Dillon,30,matched desired role: RA
Patricia Rose,Brenda Thomas,30,matched desired role: RA
James Turner,Steven Parker,30,matched desired role: Grader
James Turner,Beth Taylor,30,matched desired role: Grader
James Turner,Chelsea Wallace,30,matched desired role: Grader
James Turner,Jessica Wood,30,matched desired role: Grader
James Turner,Kimberly Friedman,30,matched desired role: Grader
James Turner,Michael Matthews,30,matched desired role: Grader
James Turner,Scott Foster PhD,30,matched desired role: Grader
James Turner,Shawn Medina,30,matched desired role: Grader
James Turner,Mercedes Francis,30,matched desired role: Grader
James Turner,Shannon Reyes,30,matched desired role: Grader
James Turner,John Dawson,30,matched desired role: Grader
James Turner,Jeanne Clark,30,matched desired role: Grader
James Turner,Victoria Oliver,30,matched desired role: Grader
James Turner,Alan Butler,30,matched desired role: Grader
James Turner,Diana Parker,30,matched desired role: Grader
James Turner,Michael Soto,30,matched desired role: Grader
James Turner,Roberto Delgado,30,matched desired role: Grader
James Turner,Courtney Pitts,30,matched desired role: Grader
James Turner,Brenda Thomas,30,matched desired role: Grader
James Turner,Stephanie Hall,30,matched desired role: Grader
James Turner,Paul Robinson,30,matched desired role: Grader
James Turner,Jamie Bowen,30,matched desired role: Grader
James Turner,Anthony Ruiz,30,matched desired role: Grader
James Turner,Christopher Bennett,30,matched desired role: Grader
James Turner,Rebecca Terry,30,matched desired role: Grader
James Turner,Bradley Elliott,30,matched desired role: Grader
James Turner,Heather Mckinney,30,matched desired role: Grader
James Turner,Brenda Marquez,30,matched desired role: Grader
Gary Luna,Christopher Smith,30,matched desired role: TA
Gary Luna,Steven Parker,70,shared interest in Criminal Justice Reform; matched desired role: TA
Gary Luna,Chelsea Wallace,30,matched desired role: TA
Gary Luna,Jessica Wood,30,matched desired role: TA
Gary Luna,Kimberly Friedman,30,matched desired role: TA
Gary Luna,Ashley Washington,30,matched desired role: TA
